"WorkID","Title","Year","YearInt","Printer","PlacePub","Genre","SubGenre","Citation","Composed","Notes"
4546,"Seasonable Reproof: or the Poetic Pillory. A Satire in the Manner of Horace","1735",1735,"L. Gilliver","London","Poetry","Satire","","",""
4547,"Epistle II. To a Lady. Of the Characters of Women.","1735",1735,"","","Poetry","Epistle","Pope, Alexander. <u>The Poems of Alexander Pope</u>. A One-Volume Edition of the Twickenham Text with Selected Annotations. Ed. John Butt. New Haven: Yale UP, 1963.","",""
4548,"Universal Beauty: A Philosophical Poem, In Six Books ","1735",1735,"","Dublin","Poetry","Philosophical Poem","","",""
4549,"The Fatal Constancy. A Tragedy [from The Works of Hildebrand Jacob ... Containing Poems on Various Subjects, and Occasions; With the Fatal Constancy, a Tragedy; and Several Pieces in Prose.]","1735",1735,"Printed for W. Lewis [etc.]","London","Drama","Tragedy","","",""
4550,"<i>Some Fragments of</i> NERO, a Tragedy lost. [from The Works of Hildebrand Jacob ... Containing Poems on Various Subjects, and Occasions; With the Fatal Constancy, a Tragedy; and Several Pieces in Prose.]","1735",1735,"Printed for W. Lewis [etc.]","London","Poetry; Drama","Tragedy","","",""
4551,"To her Grace the Dutchess of Manchester, and Lady Diana Spencer, now Dutchess of Bedford. The humble Petition of little Jemmy Pen, atTunbridge-Wells. [from Poems on Several Occasions]","1735",1735,"Printed for C. Rivington","London","Poetry","","","",""
4552,"Cupid's Review. [from Poems on Several Occasions. With some Select Essays in Prose. In Two Volumes. By John Hughes; Adorn'd with Sculptures]","1735",1735,"Printed for J. Tonson and J. Watts","London","Poetry","","","",""
4553,"The Travels of Captain Lemuel Gulliver [from The Works of J.S, D.D, D.S.P.D. in Four Volumes. Containing, I. The Author's Miscellanies in Prose. II. His Poetical Writings. III. The Travels of Captain Lemuel Gulliver. IV. His Papers relating to Ireland, consisting of several Treatises; among which are, The Drapier's Letters to the People of Ireland against receiving Wood's Half-pence: Also, two Original Drapier's Letters, never before published. In this Edition are great Alterations and Additions; and likewise many Pieces in each Volume, never before published]","1735",1735,"Printed by and for George Faulkner, [etc.]","Dublin","Prose Fiction","Travel; Satire","","Faulkner Edition",""
4554,"Bedlam [from The Works of Hildebrand Jacob ... Containing Poems on Various Subjects, and Occasions; With the Fatal Constancy, a Tragedy; and Several Pieces in Prose.]","1735",1735,"Printed for W. Lewis [etc.]","London","Poetry; Drama","Tragedy","","",""
4555,"The Triumph of Love. [from Poems on Several Occasions. With some Select Essays in Prose. In Two Volumes. By John Hughes; Adorn'd with Sculptures]","1735",1735,"Printed for J. Tonson and J. Watts","London","Poetry","","","",""
4556,"Cupid's Review. [from Poems on Several Occasions. With some Select Essays in Prose. In Two Volumes. By John Hughes; Adorn'd with Sculptures]","1735",1735,"Printed for J. Tonson and J. Watts","London","Poetry","","","w. 1704",""
4557,"By a Lady. [from Poems on Several Occasions. With some Select Essays in Prose. In Two Volumes. By John Hughes; Adorn'd with Sculptures]","1735",1735,"Printed for J. Tonson and J. Watts","London","Poetry","","","",""
4558,"To the Reverend Dr. L---. Occasion'd by his Sermon for the Support of the Charity-Children at Tunbridge-Wells, where the Collection was small. [from Poems on Several Occasions]","1735",1735,"Printed for C. Rivington","London","Poetry","","","",""
4559,"Horace, Book I, Ode XXII. Imitated in Paraphrase. [from Poems on Several Occasions. With some Select Essays in Prose. In Two Volumes. By John Hughes; Adorn'd with Sculptures]","1735",1735,"Printed for J. Tonson and J. Watts","London","Poetry","Ode; Translation","","",""
4560,"An Ode to the Creator of the World. Occasion'd by the Fragments of Orpheus. [from Poems on Several Occasions. With some Select Essays in Prose. In Two Volumes. By John Hughes; Adorn'd with Sculptures]","1735",1735,"Printed for J. Tonson and J. Watts","London","Poetry","Ode","","",""
4561,"By A Person of Quality [from Poems on Several Occasions]","1735",1735,"Printed for C. Rivington","London","Poetry","","","",""
4562,"A Monumental Ode. To The Memory of of <i>Mrs.</i> Elizabeth Hughes, Late Wife of Edward Hughes, Esq; of Hertingfordbury in the County of Hertford, and Daughter of Richard Harrison, Esq; of Balls in the same County. Obiit 15 <i>Nov.</i> Mdcc xiv. [from Poems on Several Occasions. With some Select Essays in Prose. In Two Volumes. By John Hughes; Adorn'd with Sculptures]","1735",1735,"Printed for J. Tonson and J. Watts","London","Poetry","Ode","","",""
4563,"The Chace. A Poem. To which is added, Hebbinol, or the Rural Games: A Burlesque Poem, in Blank verse. By William Somerville; The Fourth Edition","1735",1735,"Printed for G. Hawkins, and sold by M. Cooper [etc.]","London","Poetry","","","Text from 4th edition of 1749",""
4564,"Green-wich Park. [from Poems on Several Occasions. With some Select Essays in Prose. In Two Volumes. By John Hughes; Adorn'd with Sculptures]","1735",1735,"Printed for J. Tonson and J. Watts","London","Poetry","","","",""
4565,"Beauty: or The Art of Charming. A Poem","1735",1735,"Printed for Lawton Gilliver [etc.]","London","Poetry","","","",""
4566,"Liberty, A Poem","1735-6",1735,"Andrew Millar","London","Poetry","","Thomson, James (1700-1748). <u>Liberty, The Castle of Indolence, and other Poems</u>. Ed. James Sambrook. Oxford: Clarendon Press, 1986.","",""
4567,"An Epistle to Mr. Pope. Occasioned by his Characters of Women","1736",1736,"","","Poetry","Epistle","Lonsdale, R. Ed. <u>Eighteenth Century Women Poets</u>. Oxford: Oxford University Press, 1989.","",""
4568,"Thyrsis and Delia. Song in Dialogue. [from The Genuine Works in Verse and Prose, Of the Right Honourable George Granville, Lord Lansdowne]","1736",1736,"Printed for J. and R. Tonson ... and L. Gilliver, J. Clarke [etc.]","London","Poetry","Song in Dialogue; Pastoral","","",""
4569,"An essay on reason. The Third Edition, corrected. By the Reverend Walter Harte","1736",1736,"Printed by J. Wright for Lawton Gilliver [etc.]","London","Poetry","Essay","Harte, Walter. <u>An Essay on Reason. The Third Edition, Corrected. By the Reverend Walter Harte</u>. 3rd ed. London: Printed for J. Wright for Lawton Gilliver, 1736. Chadwyck-Healey English Poetry Full-Text Database: Cambridge, 1992.","Third Edition",""
4570,"An Imitation of the Second Chorus in the Second Act of Seneca's Thyestes [from The Genuine Works in Verse and Prose, Of the Right Honourable George Granville, Lord Lansdowne]","1736",1736,"Printed for J. and R. Tonson ... and L. Gilliver, J. Clarke [etc.]","London","Poetry","Song in Dialogue; Pastoral","","",""
4571,"The Desertion [from The Genuine Works in Verse and Prose, Of the Right Honourable George Granville, Lord Lansdowne]","1736",1736,"Printed for J. and R. Tonson ... and L. Gilliver, J. Clarke [etc.]","London","Poetry","Song in Dialogue; Pastoral","","",""
4572,"Pasquin. A Dramatick satire on the times: being the rehearsal of Two plays, viz. A Comedy call'd, The Election; And a tragedy call'd, The Life and Death of Common-Sense. As it is Acted at the Theatre in the Hay-Market. By Henry Fielding","1736",1736,"Printed for J. Watts [etc.]","London","Drama","Dramatic Satire","","first performed: 5 Mar 1736.",""
4573,"Analogy","1736",1736,"","","Prose","Theology; Philosophy; Sermons","","",""
4574,"Of Friendship. To Celia [from Poems on several occasions. By Stephen Duck]","1736",1736,"Printed for the Author","London","Poetry","","","",""
4575,"The Absent Lover [from Poems on several occasions. By Stephen Duck]","1736",1736,"Printed for the Author","London","Poetry","","","",""
4576,"On the Marriage of his Serene Highness the Prince of Orange. [from Poems on several occasions. By Stephen Duck]","1736",1736,"Printed for the Author","London","Poetry","","","",""
4577,"The Dunciad: To Dr. Jonathan Swift. [From Works]","1736",1736,"","London","Poetry","Satire","","",""
4578,"On the Marriage of his Royal Highness Frederick Prince of Wales: Published Among the Oxford Congratulatory Verses, 1736. [from The Works of Richard Owen Cambridge. Including several pieces never before published: with an account of his life and character, by his son, George Owen Cambridge]","1736",1736,"","London","Poetry","","","",""
4579,"A Description of a Journey To Marlborough, Bath, Portsmouth, &c. To the Right Honourable the Lord Viscount Palmerston. [from Poems on several occasions. By Stephen Duck]","1736",1736,"Printed for the Author","London","Poetry","","","",""
4580,"Georgia, a Poem. Tomo Chachi, an Ode. A Copy of Verses on Mr. Oglethorpe's Second Voyage to Georgia","1736",1736,"Printed: And Sold by J. Roberts [etc.]","London","Poetry","","","",""
4581,"The advantages of learning. A sermon preached at Felstead-church in Essex, August 12th, 1736. On occasion of the annual meeting ... at the free-school there. By Thomas Bernard","1736",1736,"Printed for B. Motte and C. Bathurst","London","Prose","Sermon","Bernard, Thomas. <u>The advantages of learning. A sermon preached at Felstead-church in Essex, August 12th, 1736. On occasion of the annual meeting ... at the free-school there. By Thomas Bernard</u>. London, 1736. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","",""
4582,"A sermon preached at St. Sepulchre's Church; May the 6th, 1736. ... being the time of the yearly meeting of the children educated in the charity-schools, in and about the cities of London and Westminster. By John Denne, ... To which is annexed, an account of the origin and designs of the Society for Promoting Christian Knowledge.","1736",1736,"Printed by M. Downing","London","Prose","Sermon","Denne, John. <u>A sermon preached at St. Sepulchre's Church; May the 6th, 1736. ... being the time of the yearly meeting of the children educated in the charity-schools, in and about the cities of London and Westminster. By John Denne, ... To which is annexed, an account of the origin and designs of the Society for Promoting Christian Knowledge</u>. London, 1736. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","",""
4583,"The Second Epistle of the Second Book of Horace Imitated ","1737",1737,"","","Poetry","Epistle","","w. <i>c</i>. 1736",""
4584,"A Poem to the Memory of the Right Honourable The Lord Talbot","1737",1737,"By Woodfall for Andrew Millar","London","Poetry","Eulogy","Thomson, James (1700-1748). <u>Liberty, The Castle of Indolence, and other Poems</u>. Ed. James Sambrook. Oxford: Clarendon Press, 1986.","w. <i>c. </i>14 Feb. 1737 - 26 May 1737",""
4585,"Medulla Poetarum Romanorum. Or, the Most Beautiful and Instructive Passages of the Roman Poets.","1737",1737,"","London","Poetry","Translation","","",""
4586,"Medulla Poetarum Romanorum. Or, the Most Beautiful and Instructive Passages of the Roman Poets","1737",1737,"","London","Poetry","Translation","","",""
4587," On the Death of a Young Lady, Mrs. E. D  Obiit 7 August, 1712. Anno &AElig;tat. 23. [from Miscellanies in Verse and Prose. By Mr. Jabez Hughes]","1737",1737,"Printed by John Watts","London","Poetry","","","",""
4588,"A Tale [from Poems on Several Occasions: In which are included, The Toilette and The Fall. By Joseph Thurston ... The Second Edition]","1737",1737,"Printed for B. Motte, and C. Bathurst [etc.]","London","Poetry","Tale","","Second Edition",""
4589,"The History of Joseph. A Poem. In Ten Books. By the Author of Friendship in Death. The Second Edition","1737",1737,"Printed for T. Worrall [etc.]","London","Poetry","","","2nd edition",""
4590,"Love for Love.  An Epistle to Clymene. [from Philomela: Or, Poems By Mrs. Elizabeth Singer, [Now Rowe,] ... The Second Edition]","1737",1737,"Printed for E. Curll [etc.]","London","Poetry","Epistle","","2nd edition",""
4591,"Hilpa and Shalum [from Poems on Several Occasions: In which are included, The Toilette and The Fall. By Joseph Thurston ... The Second Edition]","1737",1737,"Printed for B. Motte, and C. Bathurst [etc.]","London","Poetry","","","Second Edition",""
4592,"The Toilette. In Three Books.[from Poems on Several Occasions: In which are included, The Toilette and The Fall. By Joseph Thurston ... The Second Edition]","1737",1737,"Printed for B. Motte, and C. Bathurst [etc.]","London","Poetry","","","Second Edition",""
4593,"Of Legacy-hunting. The Fifth Satire of the Second Book of Horace imitated. A Dialogue between Sir Walter Raleigh, and Merlin the Prophet.","1737",1737,"Printed for J. Brindley ... and sold by A. Dodd [etc.]","London","Poetry","Satire Dialogue","","",""
4594,"The Universal Passion. A comedy. As it is Acted at the Theatre-Royal in Drury-Lane, By His Majesty's Servants","1737",1737,"Printed for J. Watts [etc.]","London","Drama","Comedy","","first performed: 28 Feb 1737.",""
4595,"However great, whoe'er you are [from Medulla Poetarum Romanorum. Or, the Most Beautiful and Instructive Passages of the Roman Poets.]","1737",1737,"","London","Poetry","Translation","","",""
4596,"The Fall in Four Books. [from Poems on Several Occasions: In which are included, The Toilette and The Fall. By Joseph Thurston ... The Second Edition]","1737",1737,"Printed for B. Motte, and C. Bathurst [etc.]","London","Poetry","","","Second Edition",""
4597,"Leonidas, A Poem","1737",1737,"Printed for R. Dodsley","London","Poetry","","","",""
4598,"Upon Reading. Mr. Dryden's Fables. [from Miscellanies in Verse and Prose. By Mr. Jabez Hughes]","1737",1737,"Printed by John Watts","London","Poetry","","","",""
4599,"The Vanity of the World, Addressed To the Athenians. [from Poems on Several Occasions in Philomela: Or, Poems By Mrs. Elizabeth Singer, [Now Rowe,] ... The Second Edition]","1737",1737,"Printed for E. Curll [etc.]","London","Poetry","","","Second Edition",""
4600,"The dictionary historical and critical of Mr Peter Bayle. The second edition, ... To which is prefixed, the life of the author, revised, corrected, and enlarged, by Mr Des Maizeaux","1737",1737,"Printed for D. Midwinter, J. Brotherton; A. Bettesworth and C. Hitch, J. Hazard","London","Dictionary","Translation","Bayle, Pierre. <u>The dictionary historical and critical of Mr Peter Bayle. The second edition, ... To which is prefixed, the life of the author, revised, corrected, and enlarged, by Mr Des Maizeaux</u>. Vol. 4. London, 1734-38. 5 vols. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","",""
4601,"The proceedings against Sir John Hollis, Sir John Wentworth, and Mr. Lumsden, in the Star-Chamber, for traducing the publick justice, Nov. 10, 13 Jac. I.","1737",1737,"","London","Prose","","Holles, John, Earl of Clare. <u>The proceedings against Sir John Hollis, Sir John Wentworth, and Mr. Lumsden, in the Star-Chamber, for traducing the publick justice, Nov. 10, 13 Jac. I</u>. [London?], 1737. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO","",""
4602,"Jerusalem Delivered; An Epic Poem, Translated from the Italian of Torquato Tasso","1738",1738,"","","Poetry","Epic; Translation","","",""
4603,"First Reply","1738",1738,"","","Prose","Philosophy","","",""
4604,"&#91;Title Not Known&#93;","1738",1738,"","","Prose","Philosophy","","",""
4605,"THE OLIVE: AN Heroic ODE. Occasioned by the auspicious Success of his Majesty's Counsels, and his Majesty's most happy Return, 1736-7. [from Translations and Poems, Written on Several Occasions]","1738",1738,"Printed for the Author","London","Poetry","Ode","","",""
4606,"The Descent of Orpheus. [from Translations and Poems, Written on Several Occasions]","1738",1738,"Printed for the Author","London","Poetry","Translation","","",""
4607,"The fifth Epistle of the first Book of Horace imitated. By George Ogle","1738",1738,"Printed for R. Dodsley [etc.]","London","Poetry","Epistle; Translation","","",""
4608,"The art of conversation. In three parts. I. The use and benefit of conversation in general, ... II. Rules of behaviour in company abroad, ... III. Directions for the right ordering of conversation at home, ... Interspers'd with many foreign proverbs and pleasant stories. ... Written originally in Italian, by M. Stephen Guazzo. Translated formerly into French, and now into English.","1738",1738,"Printed for J. Brett","London","Prose","Dialogue","Guazzo, Stefano. The art of conversation. In three parts. I. The use and benefit of conversation in general, ... II. Rules of behaviour in company abroad, ... III. Directions for the right ordering of conversation at home, ... Interspers'd with many foreign proverbs and pleasant stories. ... Written originally in Italian, by M. Stephen Guazzo. Translated formerly into French, and now into English. London, 1738. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group. http://galenet.galegroup.com/servlet/ECCO","orig. published in 1604? (Venetia: Apresso Dominico Imberti)",""
4609,"A Treatise of Human Nature","1739",1739,"","","Prose","British Empiricism","","",""
4610,"A Treatise of Human Nature","1739",1739,"","London","Prose","Philosophy; British Empiricism","","",""
4611,"A Treatise of Human Nature: being an attempt to introduce the experimental method of reasoning into moral subjects","1739",1739,"Printed for John Noon","London","Prose","Philosophy; British Empiricism","","",""
4612,"The Art of Life. In Imitation of Horace's Art of Poetry. In Two Epistles. Epistle the First. By Mr. Miller","1739",1739,"Printed for J. Watts [etc.]","London","Poetry","Epistle","","",""
4613,"An Epistle to the Right Honourable the Lord Viscount Cornbury [from Odes and Epistles?]","1739",1739,"","","Poetry","Epistle","","",""
4614,"Prologue to Mallet's Mustapha.","1739",1739,"","London","Poetry; Drama","Prologue","Thomson, James (1700-1748). <u>Liberty, The Castle of Indolence, and other Poems</u>. Ed. James Sambrook. Oxford: Clarendon Press, 1986.","",""
4615,"Psyche [from The Works of Moliere, French and English. In ten volumes]","1739",1739,"Printed by and for John Watts [etc.]","London","Drama","Tragi-Comedy","","",""
4616,"Praise. From Herbert. [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","","","",""
4617,"Hymn After the Sacrament [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","","","",""
4618,"Psalm LI. 10. (P. B. V) [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","","","",""
4619,"At Waking [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","","","",""
4620,"Psalm CX. 1. [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","","","",""
4621,"Groaning for Redemption [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","","","",""
4622,"Rejoicing in Hope (Romans xii. 12.) [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","","","",""
4623,"Isiah XXVI. 13, 14 [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","","","",""
4624,"The Learned Ladies. A Comedy [from vol. IX of The Works of Moliere, French and English. In ten volumes]","1739",1739,"Printed by and for John Watts [etc.]","London","Drama","Comedy","","",""
4625,"Melicerta, An Heroic Pastoral [from vol. IX of The Works of Moliere, French and English. In ten volumes]","1739",1739,"Printed by and for John Watts [etc.]","London","Drama","Heroic Pastoral","","",""
4626,"Hymn to Science [from Gentleman's Magazine]","1739",1739,"","London","Poetry","Hymn","","",""
4627,"Don John; Or the Feast of the Statue [from The Works of Moliere, French and English. In ten volumes]","1739",1739,"Printed by and for John Watts [etc.]","London","Drama","Comedy; Translation","","",""
4628,"The Life and Adventures of the Lady Lucy [from A Collection Of Entertaining Histories and Novels, Designed To promote the Cause of Virtue and Honour. Principally founded on Facts, and interspersed with a Variety of beautiful and instructive Incidents. By Mrs. Penelope Aubin. And now first collected in Three Volumes]","1739",1739,"Printed for D. Midwinter, A. Bettesworth and C. Hitch, [etc.]","London","Prose Fiction","","","",""
4629,"The Life of Charlotta Du Pont, an English Lady [from A Collection Of Entertaining Histories and Novels, Designed To promote the Cause of Virtue and Honour. Principally founded on Facts, and interspersed with a Variety of beautiful and instructive Incidents. By Mrs. Penelope Aubin. And now first collected in Three Volumes]","1739",1739,"Printed for D. Midwinter, A. Bettesworth and C. Hitch, [etc.]","London","Prose Fiction","","","",""
4630,"The Life and Adventures of young Count Albertus, the Son of Lewis Augustus by the Lady Lucy [from A Collection Of Entertaining Histories and Novels, Designed To promote the Cause of Virtue and Honour. Principally founded on Facts, and interspersed with a Variety of beautiful and instructive Incidents. By Mrs. Penelope Aubin. And now first collected in Three Volumes]","1739",1739,"Printed for D. Midwinter, A. Bettesworth and C. Hitch, [etc.]","London","Prose Fiction","","","",""
4631,"The Life and amorous Adventures of Lucinda, an English Lady [from A Collection Of Entertaining Histories and Novels, Designed To promote the Cause of Virtue and Honour. Principally founded on Facts, and interspersed with a Variety of beautiful and instructive Incidents. By Mrs. Penelope Aubin. And now first collected in Three Volumes]","1739",1739,"Printed for D. Midwinter, A. Bettesworth and C. Hitch, [etc.]","London","Prose Fiction","","","",""
4632,"Soliloquy XXXVII [from The Miscellaneous Works In Prose and Verse of Mrs. Elizabeth Rowe. The Greater Part now first Published, by her Order, from her Original Manuscripts, By Mr. Theophilus Rowe. To which are added, Poems on Several Occasions, By Mr. Thomas Rowe. And to the whole is prefix'd, An Account of the Lives and Writings of the Authors. In Two Volumes. The Greater Part now first Published]","1739",1739,"Printed for R. Hett ... and R. Dodsley [etc.]","London","Poetry","Soliloquy","","",""
4633,"Groaning for Redemption [from Hymns and Sacred Poems]","1739",1739,"","","","","","",""
4634,"The School for Wives Criticis'd. A Comedy.","1739",1739,"Printed by and for John Watts [etc.]","London","Drama","Comedy; Translation","","",""
4635,"Hymn to the Holy Ghost. [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","Hymn; Devotional","","",""
4636,"Hoping for Grace. From the German. [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","Hymn; Devotional","","",""
4637,"Matthew XI. 28. [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","","","",""
4638,"Pleading the Promise of Sanctification. Ezekiel xxxvi. 23, &c. [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","","","",""
4639,"Soliloquy XXXIII [from The Miscellaneous Works In Prose and Verse of Mrs. Elizabeth Rowe. The Greater Part now first Published, by her Order, from her Original Manuscripts, By Mr. Theophilus Rowe. To which are added, Poems on Several Occasions, By Mr. Thomas Rowe. And to the whole is prefix'd, An Account of the Lives and Writings of the Authors. In Two Volumes. The Greater Part now first Published]","1739",1739,"Printed for R. Hett ... and R. Dodsley [etc.]","London","Poetry","Soliloquy","","",""
4640,"Living by Christ. From the German. [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","Translation","","",""
4641,"Prayer to Christ Before the Sacrament. From the Same. [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","Translation","","",""
4642,"Soliloquy XXVIII [from The Miscellaneous Works In Prose and Verse of Mrs. Elizabeth Rowe. The Greater Part now first Published, by her Order, from her Original Manuscripts, By Mr. Theophilus Rowe. To which are added, Poems on Several Occasions, By Mr. Thomas Rowe. And to the whole is prefix'd, An Account of the Lives and Writings of the Authors. In Two Volumes. The Greater Part now first Published]","1739",1739,"Printed for R. Hett ... and R. Dodsley [etc.]","London","Poetry","Soliloquy","","",""
4643,"Luke XII. 50.  [from Hymns and Sacred Poems]","1739",1739,"","London","Poetry","","","",""
4644,"Deity: A Poem","1739",1739,"Printed for J. Roberts","London","Poetry","Devotional","","",""
4645,"The Same. O crule power of sin [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","Hymn; Devotional","","",""
4646,"Hymn to Science ","1739",1739,"","London","Poetry","Hymn","","",""
4647,"Cant. VIII. vi. [from The Miscellaneous Works In Prose and Verse of Mrs. Elizabeth Rowe. The Greater Part now first Published, by her Order, from her Original Manuscripts, By Mr. Theophilus Rowe. To which are added, Poems on Several Occasions, By Mr. Thomas Rowe. And to the whole is prefix'd, An Account of the Lives and Writings of the Authors. In Two Volumes. The Greater Part now first Published]","1739",1739,"Printed for R. Hett ... and R. Dodsley [etc.]","London","Poetry","","","",""
4648,"Soliloquy XXXV [from The Miscellaneous Works In Prose and Verse of Mrs. Elizabeth Rowe. The Greater Part now first Published, by her Order, from her Original Manuscripts, By Mr. Theophilus Rowe. To which are added, Poems on Several Occasions, By Mr. Thomas Rowe. And to the whole is prefix'd, An Account of the Lives and Writings of the Authors. In Two Volumes. The Greater Part now first Published]","1739",1739,"Printed for R. Hett ... and R. Dodsley [etc.]","London","Poetry","Soliloquy","","",""
4649,"A Paraphrase on Canticles. In Blank Verse. A Divine Pastoral. [from The Miscellaneous Works In Prose and Verse of Mrs. Elizabeth Rowe. The Greater Part now first Published, by her Order, from her Original Manuscripts, By Mr. Theophilus Rowe. To which are added, Poems on Several Occasions, By Mr. Thomas Rowe. And to the whole is prefix'd, An Account of the Lives and Writings of the Authors. In Two Volumes. The Greater Part now first Published]","1739",1739,"Printed for R. Hett ... and R. Dodsley [etc.]","London","Poetry","Divine Pastoral","","",""
4650,"On the death of Mr. Thomas Rowe. [from The Miscellaneous Works In Prose and Verse of Mrs. Elizabeth Rowe. The Greater Part now first Published, by her Order, from her Original Manuscripts, By Mr. Theophilus Rowe. To which are added, Poems on Several Occasions, By Mr. Thomas Rowe. And to the whole is prefix'd, An Account of the Lives and Writings of the Authors. In Two Volumes. The Greater Part now first Published]","1739",1739,"Printed for R. Hett ... and R. Dodsley [etc.]","London","Poetry","Soliloquy","","",""
4651,"Britons, Strike Home: or, the Sailor's Rehearsal. A farce. As it is Acted at the Theatre-Royal, By His Majesty's Servants. Written by Mr. Edward Phillips. With the musick prefix'd to each song","1739",1739,"Printed for J. Watts [etc.]","London","Drama","Farce; Ballad Opera","","first performed: 31 Dec 1739.",""
4652,"Matins. From the Same. [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","","","",""
4653,"Supplication for Grace. From the Same. [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","","","",""
4654,"The Blunderer: Or the Counter-plots. A Comedy. [from The Works of Moliere, French and English. In ten volumes]","1739",1739,"Printed by and for John Watts [etc.]","London","Drama","Comedy","","",""
4655,"The Battle of the Gods and Titans: From the Theogony of Hesiod; with a Description of Tartarus, &c. [from Poems on several occasions. By William Broome ... The second edition, With large Alterations and Additions]","1739",1739,"Printed for Henry Lintot","London","Poetry","Translation","","2nd edition",""
4656,"Jeremiah XVII. 9 [from Hymns and Sacred Poems]","1739",1739,"","","Poetry","","","",""
4657,"Letter to Dr. Middleton","1739",1739,"","","Prose","Letter","Noppen, J. P. van. <u>Transforming Words: The Early Methodist Revival from a Discourse Perspective</u>. Bern and New York: Peter Lang, 1999.","July 31, 1739",""
4658,"The strange Adventures of the Count de Vinevil, and his family. [from A Collection Of Entertaining Histories and Novels, Designed To promote the Cause of Virtue and Honour. Principally founded on Facts, and interspersed with a Variety of beautiful and instructive Incidents. By Mrs. Penelope Aubin. And now first collected in Three Volumes]","1739",1739,"Printed for D. Midwinter, A. Bettesworth and C. Hitch, [etc.]","London","Prose Fiction","","","",""
4659,"The Forc'd Marriage. [from The Works of Moliere, French and English. In ten volumes]","1739",1739,"Printed by and for John Watts [etc.]","London","Drama","Comedy","","",""
4660,"Courage in Love. [from Poems on several occasions. By William Broome ... The second edition, With large Alterations and Additions]","1739",1739,"Printed for Henry Lintot","London","Poetry","Translation","","2nd edition",""
4661,"The Life of Madam de Beaumount, a French Lady. [from A Collection Of Entertaining Histories and Novels, Designed To promote the Cause of Virtue and Honour. Principally founded on Facts, and interspersed with a Variety of beautiful and instructive Incidents. By Mrs. Penelope Aubin. And now first collected in Three Volumes]","1739",1739,"Printed for D. Midwinter, A. Bettesworth and C. Hitch, [etc.]","London","Prose Fiction","","","",""
4662,"Arguments to prove the Being of GOD [from A defence of natural and revealed religion: being a collection of the sermons preached at the lecture founded by the Honourable Robert Boyle, Esq; (from the year 1691 to the year 1732.) ... In three volumes]","1739",1739,"Printed [by Charles Ackers] for D. Midwinter, R. Wilkin, A. Bettesworth and C. Hitch, J. and J. Pemberton, W. Innys and R. Manby [and 14 others in London]","London","Prose","Sermon","<u>A defence of natural and revealed religion: being a collection of the sermons preached at the lecture founded by the Honourable Robert Boyle, Esq; (from the year 1691 to the year 1732.) ... In three volumes</u>. Vol. 2. London, 1739. 3 vols. Based on information from English Short Title Catalogue. Eighteenth Century Collections Online. Gale Group.<BR>http://galenet.galegroup.com/servlet/ECCO<BR>","",""
4663,"The Returned Heart","1740",1740,"","","Poetry","","Lonsdale, R. Ed. <u>Eighteenth Century Women Poets</u>. Oxford: Oxford University Press, 1989.","",""
4664,"A Treatise of Human Nature","1740",1740,"","London","Prose","Philosophy; British Empiricism","","Vol. III in Nov. 1740, I and II in January 1739",""
4665,"To Leonora [On Absence]","1740",1740,"Adrian Drift","London","Poetry","","Prior, Matthew, <u>The Literary Works of Matthew Prior</u>. Ed. H. Bunker Wright and Monroe K. Spears. 2 vols. Second Edition. Oxford: Oxford University Press, 1971.","",""
4666,"On a Pretty Madwoman","1740",1740,"Adrian Drift","London","Poetry","","Prior, Matthew, <u>The Literary Works of Matthew Prior</u>. Ed. H. Bunker Wright and Monroe K. Spears. 2 vols. Second Edition. Oxford: Oxford University Press, 1971.","",""
